Nome,Desenvolvedor,Distribuidora,Indie,Quantidade de Review,Review Médio,Plataforma,Singleplayer,Multiplayer,Data de Lançamento,Linguagens Interface,Linguagens Dublagem,Linguagens Legenda,Processador,Memória Ram,Placa de Vídeo,Espaço em Disco,Preço
Little Briar Rose,Elf Games ,Elf Games ,Sim,118,Very Positive,3,Sim,Não,2 Dec 2016,4,2,4,,,,,"6,49"
Evil Labs,Mirabolis Studios ,Mirabolis Studios ,Sim,49,Mixed,1,Sim,Não,15 Jun 2018,5,0,5,outros,2,outros,0.6,"21,99"
Conquest of Elysium 4,Illwinter Game Design ,Illwinter Game Design ,Sim,432,Very Positive,3,Sim,Sim,16 Nov 2015,1,0,0,,,,,"45,99"
Retro Football Boss,1888 Games ,Plug In Digital ,Sim,26,Mixed,2,Não,Não,12 Sep 2016,1,0,0,outros,4,,,"29,99"
Dusty Revenge:Co-Op Edition,PD Design Studio ,PD Design Studio ,Sim,88,Mixed,2,Não,Não,17 Feb 2014,1,1,1,INTEL-CORE-2-,4,outros,3.0,"27,99"
Detached: Non-VR Edition,Anshar Studios ,Anshar Studios ,Sim,17,Mostly Positive,1,Sim,Sim,24 Jul 2018,5,1,5,INTEL-CORE-I7-3770K,8,NVIDIA-GTX-980,11,"28,99"
Devil's Toy,Blueplant Entertainment ,Blueplant Entertainment ,Sim,11,Mixed,3,Não,Não,6 Nov 2018,3,0,0,INTEL-CORE-I5-,,outros,2,"8,69"
Lords of the Realm III,Impressions Games ,Rebellion ,Não,20,Mixed,1,Não,Não,17 Mar 2004,1,1,1,,,,,"10,49"
RC Mini Racers,Decane ,Decane ,Sim,19,Positive,2,Não,Não,16 Jul 2015,1,1,1,,,,,"10,49"
Achievement Lurker: Easiest Cosmetic Numbers,Perverse Games ,Perverse Games ,Sim,35,Positive,1,Não,Não,25 Feb 2018,1,0,1,,,,,"4,49"
Doughlings: Arcade,Hero Concept ,Hero Concept ,Sim,39,Positive,2,Sim,Não,8 May 2018,11,1,11,,,,,"10,89"
Rule with an Iron Fish - A Pirate Fishing Adventure,Kestrel Games ,Kestrel Games ,Sim,17,Positive,2,Não,Não,24 Aug 2017,2,0,2,,,,,"19,99"
Solitaire VR,"Babaroga, LLC ","Tripp, LLC ",Não,12,Positive,1,Não,Não,18 Apr 2017,1,1,0,,0.008,outros,,"4,29"
CometStriker,Iced Lizard Games ,Iced Lizard Games ,Sim,37,Positive,3,Não,Não,8 Jun 2018,1,0,0,,,,,"20,69"
Home is Where One Starts...,David Wehle ,David Wehle ,Sim,416,Mostly Positive,3,Sim,Não,12 May 2015,1,1,1,outros,4,NVIDIA-GTX-570,0.6,"6,29"
Star Sky 3,"Mårten Jonsson, JMJ Interactive ",PLAYISM ,Sim,20,Positive,1,Sim,Não,25 Sep 2018,2,0,2,,,,,"8,69"
Wells,Tower Up Studios ,Tower Up Studios ,Sim,73,Mostly Positive,2,Sim,Não,29 Jan 2017,5,0,0,,,,,"8,39"
Space Hole 2018,Sam Atlas ,Mr. Sam Atlas ,Sim,16,Positive,1,Não,Não,12 Oct 2018,1,1,1,,,,,"8,69"
Vanguard Knights,Royal Skies LLC ,Royal Skies LLC ,Sim,16,Positive,2,Não,Não,10 Jan 2019,1,1,1,outros,8.192,outros,0.999,"10,89"
Crowtel Renovations,SinksAdventure ,SinksAdventure ,Sim,49,Positive,1,Não,Não,6 Jan 2017,1,0,1,,,,,"10,49"
Crime Cities,Techland ,Techland Publishing ,Não,10,Positive,1,Não,Não,31 Jan 2000,2,0,2,,,,,"8,69"
Give It Up! Plus / 永不言弃 PLUS,Invictus Games Ltd. ,Invictus Games Ltd. ,Sim,21,Positive,1,Não,Não,30 Jan 2019,8,0,0,outros,2,outros,1,"6,49"
Seirei,zoocros ,zoocros ,Sim,33,Mostly Positive,1,Não,Não,22 Mar 2019,1,1,7,outros,6,outros,0.446,"6,49"
Heroes of Hellas Origins: Part One,Jaibo Games ,Alawar Entertainment ,Sim,16,Positive,1,Sim,Não,9 Oct 2019,5,0,5,outros,2,outros,0.2,"14,49"
Super Jigsaw Puzzle: Monuments,Flat Cat Games ,Flat Cat Games ,Sim,32,Positive,1,Sim,Não,21 Jun 2018,12,0,0,outros,4,outros,0.65,"10,89"
Instinct,VNeroGAMEs ,TsunamiGames ,Sim,51,Mostly Positive,3,Não,Não,31 May 2018,2,0,2,outros,4,outros,0.4,"10,89"
Parker & Lane: Criminal Justice,"Big Blue Studios, GameHouse ",GameHouse ,Não,42,Mixed,2,Não,Não,27 Feb 2018,15,0,15,,,,,"25,99"
Vlad the Impaler,Section Studios ,Section Studios ,Sim,326,Mostly Positive,2,Sim,Não,17 Jul 2014,1,1,0,outros,4,outros,0.512,"2,19"
Betelgeuse,Brainstorm Software ,Brainstorm Software ,Sim,13,Positive,1,Não,Não,31 May 2020,1,0,0,,1,,0.3,"10,89"
Mosaics Galore 2,Creobit ,8Floor ,Não,38,Positive,2,Não,Não,3 Sep 2018,4,0,4,,,,,"10,89"
THE AWKWARD STEVE DUOLOGY,"Oh, a Rock! Studios ","Oh, a Rock! Studios ",Sim,29,Positive,3,Não,Não,17 Jul 2017,1,1,0,,,,,"8,39"
UFO: Aftershock,ALTAR Interactive ,1C Entertainment ,Não,131,Mostly Positive,1,Sim,Não,21 Oct 2005,6,2,2,outros,0.768,outros,0.005,"8,39"
Bohemian Killing,The Moonwalls ,Libredia Entertainment ,Sim,96,Mixed,2,Sim,Não,21 Jul 2016,7,2,7,,,,,"25,99"
Phantom Halls,Incendium LLC ,Incendium LTD ,Sim,35,Mostly Positive,1,Não,Não,31 Oct 2018,1,1,1,,,,,"37,99"
MegaGlest,SoftCoder ,Mega Glest Team ,Sim,32,Positive,2,Sim,Sim,16 Jan 2011,7,1,0,outros,8,GEFORCE-650,0.7,"2,29"
Explore Girl · Rope Sprite,MCG ,MCG ,Sim,16,Mixed,1,Sim,Não,7 Aug 2020,2,0,2,outros,8,outros,5,"10,89"
VRemin (Virtual Reality Theremin),hOSHI ,hOSHI ,Não,23,Positive,1,Não,Não,6 Feb 2017,1,0,0,,,,,"2,19"
Conga Master,Undercoders ,Rising Star Games ,Sim,32,Positive,3,Não,Sim,14 Sep 2016,7,1,7,,,,,"19,99"
Zissi's Island,Ramon Mujica ,Ramon Mujica ,Sim,16,Positive,1,Não,Não,28 Aug 2016,1,0,1,outros,2,NVIDIA-GEFORCE-GTX-960,0.5,"4,49"
Evasion,Archiact ,Archiact ,Não,33,Mixed,1,Não,Sim,8 Oct 2018,1,1,0,outros,16,NVIDIA-GEFORCE-GTX-980-TI,10,"37,99"
The Wizard's Pen™,"PopCap Games, Inc. ","PopCap Games, Inc. ",Não,24,Positive,1,Não,Não,16 Sep 2008,1,0,0,,,,,"9,90"
Stay Safe: Labyrinth of the Mad,Yellowcake Games ,Yellowcake Games ,Sim,25,Mostly Positive,2,Sim,Não,14 Aug 2019,1,1,1,outros,1,outros,0.25,"6,49"
The Dead Tree of Ranchiuna,Tonguç Bodur ,Tonguç Bodur ,Sim,42,Mostly Positive,1,Sim,Não,14 Feb 2019,1,1,6,outros,8,NVIDIA-GTX-970,14,"16,59"
Domiverse,Haunted Tie ,Plug In Digital ,Sim,19,Positive,3,Não,Sim,7 Mar 2018,7,0,0,,,,,"31,99"
Pax Romana: Romulus,Locus Ludus ,Locus Ludus ,Sim,38,Mostly Positive,1,Sim,Não,27 May 2019,1,0,1,outros,,NVIDIA-358,0.6,"14,99"
Tiny Wheels,Wonder Assembly ,Wonder Assembly ,Não,27,Positive,1,Não,Não,6 Jan 2017,1,0,0,,,,,"4,29"
Now I Am There,Harun Yusuf Şahin ,Falcon Production ,Sim,40,Positive,2,Não,Não,11 Sep 2019,5,0,5,outros,4,NVIDIA-GTX-660,2,"4,49"
Making History II: The War of the World,Muzzy Lane Software ,Factus Games ,Sim,253,Very Positive,3,Sim,Sim,22 Jun 2010,4,0,0,,,,,"27,99"
Secret of the Magic Crystals,Artery Games ,Artery Games ,Sim,630,Very Positive,3,Sim,Não,3 Feb 2010,6,0,0,outros,2,outros,,"10,49"
Guilt Battle Arena,Invincible Cat ,Forward Game Studios ,Sim,25,Mostly Positive,1,Não,Sim,14 Feb 2018,11,0,11,,,,,"20,69"
Gunpowder on The Teeth: Arcade,Gunpowder Team ,Gunpowder Team ,Sim,18,Positive,1,Sim,Não,22 Feb 2019,1,1,0,,,,,"6,49"
Rogue State,"LRDGames, Inc. ",Black Shell Media ,Sim,177,Mostly Positive,1,Não,Não,16 Oct 2015,1,1,1,outros,1,outros,1.2,"26,89"
Animal Fight Club,Marco Amadei ,Corvostudio di Amadei Marco ,Sim,210,Very Positive,2,Não,Sim,19 Apr 2019,6,1,6,outros,0.512,outros,0.256,"8,95"
Dragonsphere,MPS Labs ,"Retroism, Nightdive Studios ",Não,16,Positive,2,Não,Não,1 Jan 1994,1,1,1,outros,1,outros,0.5,"13,99"
Archamon,Vionsoft ,Vionsoft ,Sim,22,Mixed,1,Não,Não,24 Nov 2017,2,2,2,outros,4,,,"24,89"
Raptor Valley,Andrew Stout ,Andrew Stout ,Não,33,Positive,1,Sim,Não,9 Sep 2016,1,1,0,,,,,"8,69"
Dave,Rosyaev ,Rosyaev ,Sim,16,Positive,1,Não,Não,30 Nov 2018,2,1,2,INTEL-CORE-I3-2300,2,GEFORCE-GTX-550-TI,0.614,"8,69"
Ordeal of Princess Eris,Asakiyumemishi ,Kagura Games ,Sim,104,Mixed,1,Não,Não,6 Jun 2019,2,0,2,outros,4,NVIDIA-358,2,"28,99"
BomberX,Studio Inward ,Studio Inward ,Sim,14,Positive,1,Sim,Sim,16 Mar 2020,4,0,4,,,,,"4,49"
Nothing!,empty studios ,empty studios ,Sim,21,Positive,1,Não,Não,14 Mar 2019,1,0,0,outros,1,outros,0.1,"2,29"
Memorise'n'run,"Use Your Head - Games, JOZGamer ",Use Your Head - Games ,Sim,11,Positive,1,Sim,Não,19 Feb 2019,1,0,0,,,,,"2,29"
Blue Drifter,Sokpop Collective ,Sokpop Collective ,Sim,15,Positive,2,Não,Não,9 Jan 2020,1,1,1,,,,,"6,49"
Finding Light,Joshua Keith ,Joshua Keith ,Sim,12,Positive,1,Sim,Não,14 Oct 2018,1,0,0,outros,4,,1,"10,89"
40 Winks,Eurocom ,Piko Interactive LLC ,Não,13,Mixed,1,Não,Não,14 Nov 1999,1,1,1,,,,,"26,89"
Triumph in the Skies,"UG Virtual Reality Technology Co.,Ltd. ","UG Virtual Reality Technology Co.,Ltd. ",Não,15,Mostly Positive,1,Não,Não,26 Nov 2019,1,1,1,INTEL-CORE-I7-,16,NVIDIA-GEFORCE-GTX-1080,15,"65,99"
SOK MAX,Siberian Mouse ,Siberian Mouse ,Sim,30,Positive,1,Sim,Não,14 Feb 2018,2,0,2,,,,,"6,49"
Alea Jacta Est,Ageod ,Slitherine Ltd. ,Não,64,Mixed,1,Sim,Sim,27 Sep 2012,4,0,0,INTEL-PENTIUM-4-,1,outros,,"45,99"
LYSER,Growfall Games ,Growfall Games ,Sim,35,Positive,1,Sim,Não,6 Jun 2019,29,29,29,outros,1,outros,,"2,29"
Train Bandit,Rusty Moyher ,Wild Rooster ,Sim,37,Positive,2,Sim,Não,12 Oct 2017,10,0,10,,,,,"2,19"
Magnibox,Joseph Gribbin ,Joseph Gribbin ,Sim,35,Positive,2,Não,Não,26 Mar 2019,1,0,0,,,,,"10,89"
City Builder,Cow Corp. ,Cow Corp. ,Sim,13,Positive,1,Não,Não,27 May 2018,1,0,0,,,,,"4,49"
The Quarter Game,"LAME Dimension, Flying Pudding Studios ",LAME Dimension ,Sim,32,Positive,1,Não,Não,8 Dec 2017,3,0,3,,,,,"2,29"
Luxor: 5th Passage,MumboJumbo ,MumboJumbo ,Não,20,Mostly Positive,2,Não,Não,25 Jan 2011,1,0,0,,,,,"16,99"
My Typing Skill,RewindApp ,RewindApp ,Sim,36,Positive,1,Sim,Não,18 Oct 2019,1,0,0,,,,,"2,29"
Scrap Garden,"Egidijus Bachur, Alexey Davydov ",Flazm ,Sim,151,Mostly Positive,3,Sim,Não,6 May 2016,8,1,8,,,,,"20,69"
Thirty Years' War,"Ageod, HQ ",Slitherine Ltd. ,Não,29,Mixed,1,Não,Não,3 Sep 2015,4,0,0,,,,,"55,99"
Secret Ponchos,Switchblade Monkeys Entertainment ,Switchblade Monkeys Entertainment ,Sim,635,Mostly Positive,1,Não,Sim,13 Oct 2015,5,0,0,,,,,"27,99"
Escape From Tethys,Whimsical ,Whimsical ,Não,64,Mostly Positive,2,Não,Não,12 Jul 2018,1,1,1,,,,,"10,89"
NOMAD,NOMADIC games ,NOMADIC games ,Sim,22,Positive,1,Não,Não,29 Jul 2020,1,0,0,,,,,"8,69"
Anime Studio Simulator,Visualnoveler ,Visualnoveler ,Sim,45,Mostly Positive,3,Não,Não,2 Nov 2016,1,0,1,,,,,"15,99"
Home,Benjamin Rivers Inc. ,Benjamin Rivers Inc. ,Sim,1042,Mostly Positive,2,Sim,Não,1 Jun 2012,1,1,1,outros,4,outros,,"10,99"
Uncanny Valley,Cowardly Creations ,Cowardly Creations ,Sim,237,Mixed,1,Não,Não,23 Apr 2015,1,1,1,,,,,"19,99"
Road Doom,Agelvik ,Agelvik ,Sim,13,Positive,1,Sim,Não,18 Aug 2018,1,1,1,outros,4,GEFORCE-GTX-860,0.25,"8,69"
Kotel Ne Gori: A Friend of Lena Boots,derevotyan ,derevotyan ,Sim,11,Positive,2,Sim,Não,1 Sep 2020,2,1,2,outros,8,,0.4,Free To Play
King's Heir: Rise to the Throne,Cordelia Games ,Artifex Mundi ,Não,41,Mostly Positive,3,Sim,Não,31 May 2018,9,1,9,outros,1,outros,2,"28,99"
Alucinod,Thomas Pettus ,Thomas Pettus ,Sim,15,Positive,1,Sim,Não,29 Aug 2019,1,1,0,INTEL-CORE-I5-,6,GEFORCE-970,3,"28,99"
Shogun's Empire: Hex Commander,Home Net Games ,Home Net Games ,Sim,33,Mixed,3,Não,Não,27 Jun 2019,11,2,11,outros,1,outros,0.3,"20,69"
Fidget Spinner Editor,Boogygames Studios ,Boogygames Studios ,Sim,39,Positive,1,Não,Não,9 Oct 2017,1,0,0,,,,,"2,19"
Zombieland: Double Tap - Road Trip,High Voltage Software ,GameMill Entertainment ,Não,15,Mixed,1,Não,Não,15 Oct 2019,6,1,3,outros,4,NVIDIA-GEFORCE-GTX-970,5,"75,49"
Mystery Case Files: Prime Suspects™,Big Fish Games ,Big Fish Games ,Não,24,Mostly Positive,1,Não,Não,5 Apr 2006,1,0,0,,,,,"13,99"
Sorcerer King: Rivals,Stardock Entertainment ,Stardock Entertainment ,Sim,201,Mixed,1,Não,Não,22 Sep 2016,1,1,1,,,,,"37,99"
VIDEOBALL,"Action Button Entertainment, LLC ",Iron Galaxy ,Sim,115,Very Positive,1,Não,Sim,12 Jul 2016,6,1,0,outros,4,NVIDIA-GEFORCE-GTX-460,0.2,"19,99"
Linea VR,KHB-Soft ,KHB-Soft ,Não,11,Positive,1,Sim,Não,4 Oct 2019,4,1,1,,,,,"12,39"
Konung 3: Ties of the Dynasty,1C Entertainment ,1C Entertainment ,Não,47,Positive,1,Não,Não,17 Jun 2010,2,1,2,outros,1,outros,1,"6,29"
Glare1more,Kurenaibook ,Kurenaibook ,Sim,103,Very Positive,1,Não,Não,14 Sep 2018,5,0,5,,,,,"29,75"
Gunjack,CCP ,CCP ,Não,209,Mostly Positive,1,Não,Não,5 Apr 2016,1,1,1,outros,8,NVIDIA-GEFORCE-GTX-970,5,"15,00"
Ossuary,"Gregory Avery-Weir, Melissa Avery-Weir ",Future Proof Games ,Sim,21,Positive,2,Não,Não,27 Nov 2013,1,0,0,,1,,,"19,99"
The Race for the White House 2016,Eversim ,Eversim ,Não,18,Mixed,1,Não,Não,8 Sep 2016,1,1,1,outros,4,outros,2,"27,99"
IN-VERT: Definitive Edition,TERNOX ,TERNOX ,Sim,32,Mostly Positive,2,Sim,Não,2 Mar 2018,3,0,3,,,,,"10,89"
Last Anime Boy 2: Hentai Zombie Hell,CSM ,W.T.B. ,Sim,26,Mostly Positive,1,Não,Não,16 Apr 2018,6,0,1,,,,,"1,14"
Eredia: The Diary of Heroes,Potatobrain Games ,Potatobrain Games ,Sim,28,Positive,1,Não,Não,13 Apr 2018,1,1,1,INTEL-CORE-I3-,2,outros,1,"16,59"
Minimal Maze,Blue.Owl ,Blue.Owl ,Sim,22,Positive,1,Sim,Não,17 Jul 2020,1,1,1,,,,,"2,29"
Pilots Of Darsalon,Dr. Kucho! Games ,Dr. Kucho! Games ,Sim,17,Positive,2,Não,Não,28 May 2020,1,1,0,outros,4,outros,0.4,"9,99"
Jet Gunner,Sinclair Strange ,Sinclair Strange ,Sim,91,Mostly Positive,1,Não,Não,4 Aug 2014,1,0,1,,1,,,"2,29"
Fimbul,Zaxis ,Wild River Games ,Sim,17,Mixed,1,Não,Não,28 Feb 2019,8,0,8,outros,8,NVIDIA-GEFORCE-GTX-1070,5,"20,69"
EllrLand,"Sichuan fruit Interactive Technology Co., Ltd ","Sichuan fruit Interactive Technology Co., Ltd ",Não,44,Mostly Positive,1,Sim,Não,29 Apr 2020,3,0,3,outros,1.024,outros,0.6,"16,59"
Castle Explorer,MightyCodeDragon ,MightyCodeDragon ,Sim,18,Mixed,3,Não,Sim,31 Mar 2017,1,1,0,,,,,"19,99"
Birdsketball,Waynetron ,Waynetron ,Sim,27,Positive,3,Não,Sim,21 Aug 2016,1,1,1,,,,,"4,29"
Snowflake's Chance,CarlMorganArt ,CarlMorganArt ,Sim,18,Positive,1,Não,Não,16 Mar 2017,1,1,1,,,,,"6,49"
Professor Lupo and his Horrible Pets,BeautiFun Games ,BeautiFun Games ,Sim,22,Positive,2,Não,Não,11 Jul 2019,9,1,9,,,,,Free To Play
Ricochet Kills: Noir,mibix ,mibix ,Sim,26,Positive,1,Não,Não,3 Mar 2017,1,1,1,,,,,"6,49"
Space Tyrant,Blue Wizard Digital ,Blue Wizard Digital ,Sim,445,Very Positive,3,Não,Não,27 Feb 2018,1,1,0,outros,8,outros,2,"36,99"
Gurgamoth,Galvanic Games ,Galvanic Games ,Sim,44,Positive,2,Não,Sim,16 Feb 2016,7,0,0,,,,,"20,69"
Super Jigsaw Puzzle: Space,Flat Cat Games ,Flat Cat Games ,Sim,17,Positive,1,Sim,Não,26 Oct 2018,12,0,0,outros,4,,0.65,"10,89"
Blood Alloy: Reborn,Suppressive Fire Games ,Nkidu Games Inc. ,Sim,21,Positive,1,Não,Não,2 Mar 2016,1,0,0,,,,,"26,89"
Fly and Destroy,EGAMER ,EGAMER ,Sim,105,Mostly Positive,3,Não,Não,27 Jul 2016,1,1,1,outros,0.512,outros,1.5,"61,00"
Dream Home,Gspot Studios ,Asmodee Digital ,Sim,19,Mixed,2,Não,Não,27 Nov 2019,2,0,0,,,,,"14,49"
Arcade Moonlander,Daniel Paul Griffin ,Back Of Nowhere Studios ,Sim,35,Positive,1,Sim,Não,25 Oct 2017,3,0,0,outros,2.048,outros,0.26,"2,29"
Final Bravely,Windam ,Bravely ,Sim,12,Positive,1,Sim,Não,5 Jan 2017,2,0,2,,,,,"8,69"
Artemis Spaceship Bridge Simulator,(274),- 87% of the 274 user reviews for this game are positive.,Sim,0,Very Positive,1,Não,Sim,16 Sep 2013,1,1,0,,1,outros,0.2,"12,99"
7-in-1 Brain Sharpness Bundle,ALEKSANDER CHEPAIKIN ,ALEKSANDER CHEPAIKIN ,Sim,27,Mixed,3,Não,Não,17 May 2018,15,0,0,,,,,"26,89"
Time Machine VR,Minority Media Inc. ,Minority Media Inc. ,Não,107,Mixed,1,Sim,Não,19 May 2016,2,2,2,INTEL-CORE-I5-4670,,GEFORCE-GTX-980,,"55,99"
Rescue Team 3,Alawar Entertainment ,Buka Entertainment ,Não,46,Positive,1,Não,Não,2 May 2013,19,0,19,outros,1,outros,0.055,"10,49"
Alekhine's Gun,1C Entertainment ,1C Entertainment ,Não,227,Mixed,1,Não,Não,11 Mar 2016,7,1,7,,,,,"37,99"
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,WayForward Technologies Inc. ,Warner Bros. Interactive Entertainment ,Não,27,Mixed,1,Não,Não,16 Jul 2014,1,1,1,INTEL-CORE-2-,2,GEFORCE-8800,,"36,99"
Ato,Tiny Warrior Games ,Tiny Warrior Games ,Sim,52,Very Positive,1,Sim,Não,8 May 2020,15,0,0,INTEL-CORE-I5-4000,3,NVIDIA-GEFORCE-GTX-1050,0.2,Free To Play
The Last Birdling,InvertMouse ,InvertMouse ,Sim,38,Positive,3,Não,Não,31 Aug 2017,1,0,0,,,,,"12,39"
Dream Detective,Century Game ,Century Game ,Sim,14,Mostly Positive,1,Não,Não,4 Dec 2019,12,12,12,,,,,"16,59"
Radical Dungeon Sweeper,"Benjamin Soulé, Mathieu Leyssenne, Yoann Laulan ",Benjamin Soulé ,Sim,129,Very Positive,1,Não,Não,12 Feb 2018,3,0,0,,,,,"26,89"
Pizza Time Explosion,Electric Prune Juice ,Electric Prune Juice ,Sim,17,Positive,1,Sim,Não,22 Nov 2019,1,0,1,,,,,"12,39"
New Yankee in King Arthur's Court,Rionix ,Buka Entertainment ,Não,18,Positive,1,Não,Não,28 Apr 2016,8,0,8,,,,,"10,49"
Normality,Gremlin Interactive ,Funbox Media Ltd ,Não,37,Positive,1,Não,Não,30 Jun 1996,1,1,1,,,,,"6,49"
Eradicator,"Accolade, Inc ","Retroism, Nightdive Studios ",Não,47,Positive,3,Não,Não,1 Jan 1996,1,1,0,outros,1,outros,0.7,"13,99"
Possessed,Moonz Studioz ,Moonz Studioz ,Não,16,Mixed,1,Não,Não,17 May 2017,16,1,0,outros,4,GEFORCE-960,4,"9,99"
Garrison: Archangel,Indigo Entertainment ,Indigo Entertainment ,Sim,173,Very Positive,1,Não,Sim,15 May 2020,1,1,0,outros,1,NVIDIA-GTX-950,1,Free To Play
Beat Stickman: Infinity Clones,Mini Fun Games ,Mini Fun Games ,Sim,43,Mostly Positive,3,Não,Não,1 Dec 2017,1,0,0,INTEL-CORE-I3-4170,4,outros,1,"6,49"
Realms of Chaos,3D Realms (Apogee Software) ,3D Realms (Apogee Software) ,Não,14,Positive,2,Não,Não,11 Nov 1995,1,0,0,,,,,"10,49"
Archon Classic,React Games ,React Games ,Sim,107,Very Positive,1,Não,Sim,2 Nov 2010,1,0,0,,,,,"16,99"
Stargazer,John Wizard ,Amaranth Games ,Não,71,Mostly Positive,1,Não,Não,28 May 2015,1,1,1,,,,,"10,49"
Ghost Town Mine Ride & Shootin' Gallery,Spectral Illusions ,Spectral Illusions ,Não,365,Very Positive,1,Sim,Não,28 Oct 2016,1,1,0,outros,,NVIDIA-GTX-970,9,"17,99"
Legends of Ellaria,Larkon Studio ,Larkon Studio ,Sim,528,Mixed,1,Sim,Não,28 Jul 2017,1,0,1,INTEL-CORE-I7-4790,12,NVIDIA-GTX-780,11,"47,49"
Unreal 2: The Awakening,"Epic Games, Inc. ","Epic Games, Inc. ",Não,346,Mixed,1,Sim,Sim,3 Feb 2003,1,0,0,,,,,"24,99"
Globesweeper: Hex Puzzler,Incandescent Games ,Incandescent Games ,Sim,56,Very Positive,2,Não,Não,15 Nov 2019,8,8,8,,,,,"16,59"
PASHTET,Snkl Studio ,Snkl Studio ,Sim,19,Positive,1,Sim,Não,19 Jan 2019,1,1,1,outros,2.048,outros,0.02,"2,26"
Viaerium,Fireballed Studio ,Fireballed Studio ,Sim,43,Positive,1,Não,Não,24 Oct 2017,1,1,1,,,,,"6,49"
Necro Mutex,Denormalizer ,Denormalizer ,Não,22,Positive,1,Não,Não,8 Feb 2019,4,1,4,outros,,NVIDIA-GEFORCE-GTX-970,20,"28,99"
LP,"Dnovel, FreeAnimals_Software ",Dnovel ,Sim,10,Positive,1,Sim,Não,10 Nov 2020,29,0,0,,,,,"18,50"
SPACECOM,Flow Combine ,11 bit studios ,Sim,107,Mixed,3,Sim,Sim,17 Sep 2014,6,0,6,,,,,"16,99"
Zombie Apocalypse,Kapitan ,Kapitan ,Sim,31,Positive,1,Não,Não,9 Mar 2019,2,0,0,outros,4,outros,0.19,"4,49"
AceSpeeder3,RAINGRAPH ,DLsite ,Sim,10,Positive,1,Não,Não,9 Jul 2018,1,0,1,,,,,"6,49"
The Cult: Marduk's Longest Night,Neon Sloth Studio ,Neon Sloth Studio ,Sim,15,Positive,1,Sim,Não,10 Dec 2019,4,0,4,,,,,"28,28"
Courage for a Kiss,Mikołaj Spychał ,Mikołaj Spychał ,Sim,28,Positive,3,Não,Não,13 Jun 2019,2,0,2,outros,4,outros,2,"37,99"
Blackjack Hands,Minimol Games ,Minimol Games ,Não,14,Positive,2,Sim,Não,13 May 2020,1,1,1,,,,,"2,29"
Found Horror Game 11.exe,Yai Gameworks ,Yai Gameworks ,Sim,29,Mostly Positive,1,Não,Não,16 Aug 2018,1,1,1,,,,,"12,99"
Bunnyrama,Starwind Games ,Starwind Games ,Sim,21,Positive,3,Não,Não,19 Dec 2016,11,0,0,outros,0.004,outros,0.25,"6,29"
Lords of the Realm,Impressions Games ,Rebellion ,Não,51,Mostly Positive,1,Não,Não,30 Nov 1994,1,0,0,,,,,"4,29"
Must Dash Amigos,miniBeast Game Studios ,miniBeast Game Studios ,Sim,13,Positive,1,Não,Sim,23 Jul 2019,6,1,0,,,,,"14,49"
Fortune-499,AP Thomson ,AP Thomson ,Sim,34,Positive,2,Não,Não,10 May 2018,1,1,1,,,,,"10,89"
Imbroglio,Rostislav Pogosian ,Rostialav Pogosian ,Sim,12,Positive,1,Sim,Não,4 Nov 2019,3,0,0,outros,2,NVIDIA-1050-TI,3,"12,39"
Captain Sabertooth and the Magic Diamond,Ravn Studio ,Zordix Publishing ,Sim,14,Positive,1,Sim,Não,20 Nov 2020,11,5,11,INTEL-CORE-I5-4690,6,NVIDIA-GEFORCE-GTX-1050,5,"65,99"
8 Eyes,Thinking Rabbit ,Piko Interactive LLC ,Não,11,Positive,1,Não,Não,14 Aug 2019,1,1,1,,,,,"14,49"
Flappatron,Manning Media ,Manning Media ,Sim,84,Very Positive,1,Não,Não,25 Jul 2019,1,1,1,outros,8,outros,4,"8,69"
Alchemy Mysteries: Prague Legends,Jetdogs Studios ,Jetdogs Studios ,Sim,852,Mostly Positive,2,Sim,Não,22 Dec 2014,11,1,11,,,,,"4,29"
Snow Horse,KinifiGames LLC ,KinifiGames LLC ,Sim,11,Positive,3,Não,Não,3 Aug 2016,1,0,0,outros,1,,1,"11,99"
Semispheres,Vivid Helix ,Vivid Helix ,Sim,44,Positive,1,Não,Não,14 Feb 2017,14,0,0,,,,,"19,99"
PiiSim,Koker_007 ,Koker_007 ,Sim,21,Positive,1,Sim,Não,28 Mar 2019,5,1,1,,,,,"4,49"
MEGAJUMP,Laptop gamers ,Laptop gamers ,Sim,16,Positive,1,Sim,Não,19 Oct 2020,1,1,0,outros,4,outros,0.42,"6,49"
K-Point Ski Jumping,Marcin Dzienniak ,Marcin Dzienniak ,Sim,65,Very Positive,1,Sim,Não,24 Jan 2020,1,1,0,outros,4,outros,1.2,"12,39"
CHERNOBYL: The Untold Story,Mehsoft ,Mehsoft ,Sim,256,Mostly Positive,1,Sim,Não,24 Sep 2019,2,1,2,outros,2.048,outros,0.7,"6,49"
Dominari Empires,Tiny RTS ,Tiny RTS ,Sim,13,Positive,1,Não,Não,14 May 2018,1,1,0,,,,,"10,89"
RESEQUENCED,Based On The Play ,Based On The Play ,Sim,55,Mixed,2,Sim,Não,30 Aug 2018,1,1,10,outros,16,NVIDIA-GTX-1060,24,"16,59"
Order of War™,Wargaming.net ,Square Enix ,Não,282,Mixed,1,Sim,Não,22 Sep 2009,7,0,0,outros,3,GEFORCE-9800,,"14,99"
